COUNTY,Main ID,lon,lat,s_LCOE,d_LCOE,util
Wajir,1,40.94246191,2.01694795,0.10384109724631364,0.49262627246017887,41.170928097420735
Wajir,2,40.94256157,2.114009849,0.10379765426290652,0.4926019153742662,41.23967567888635
Mandera,3,40.94263238,2.21107241,0.10394975000016386,0.4926263912212658,41.53940778316803
Mandera,4,40.94272046,2.308133492,0.10354790170276822,0.4925286697511468,41.822709828167255
Wajir,5,40.94266496,1.628698501,0.1032848854419136,0.49252963022196455,41.907899433357365
Wajir,6,40.9426522,1.725759044,0.1027596481796931,0.49246083137429303,42.09644834894361
Wajir,7,40.94255661,1.822820973,0.1032495559796253,0.4925572811456396,41.922693729423415
Wajir,8,40.94245352,1.919882851,0.10400676143456018,0.49266355552879554,41.24373098462103
Mandera,9,40.94284429,2.79344058,0.10344072944994123,0.4925154279234102,42.96411642078344
Mandera,10,40.94316901,2.890506335,0.10330340594154792,0.49250006579823946,42.90636096794141
Mandera,11,40.94316901,2.987568535,0.10415375836901668,0.49264856324174333,42.895374725079385
Mandera,12,40.94316901,3.084630735,0.10446342275151024,0.492704650593201,42.79676509632364
Mandera,13,40.94278032,2.405194845,0.10457098047861937,0.4926921912021529,41.599457456971955
Mandera,14,40.94281639,2.502256905,0.10434733583513649,0.4926473525334066,41.087887802105456
Mandera,15,40.94277583,2.599319735,0.1032557066520351,0.49246090962120936,41.57237407119188
Mandera,16,40.94279685,2.696382126,0.10347156121934879,0.4925064039021011,42.10517878899455
Mandera,17,40.94316901,3.569941735,0.10159067057734514,0.4922214772233087,43.87668233511762
Mandera,18,40.94316901,3.667003935,0.10050828805813489,0.49203690473643624,45.19394677205215
Mandera,19,40.94316901,3.764066135,0.09990884085769426,0.49197848487216767,45.96690102870172
Mandera,20,40.94316901,3.861128335,0.09966569044636776,0.4919413427544875,46.2442838618307
Mandera,21,40.94316901,3.181692935,0.10512730223777504,0.49280288011394807,42.1548643292473
Mandera,22,40.94316901,3.278755135,0.10434721344053834,0.49262001362434515,41.58062307737243
Mandera,23,40.94316901,3.375817335,0.10314562104379833,0.49243675371164497,41.88382729717083
Mandera,24,40.94316901,3.472879535,0.10258646597533987,0.49236909435850057,42.5494537541999
Mandera,25,40.94316901,3.958190535,0.10067257455036308,0.4920951683367878,46.280212286324485
Mandera,26,40.94316901,4.055252735,0.1016611475493009,0.4922773248515069,45.918647261544315
Mandera,27,40.93170035,4.129481224,0.10212025523143069,0.49237322002753736,46.14983041367566
Garissa,28,40.94316901,-1.089043865,0.11423713734239833,0.4942054723847684,39.75849856198352
Garissa,29,40.94316901,-0.991981665,0.11239847215609407,0.4938733041800082,40.27902434403805
Garissa,30,40.94316901,-0.894919465,0.11068663285514013,0.49354228265200123,40.584392674377106
Garissa,31,40.94274801,-0.797857255,0.11054587935513893,0.4935201473511,40.81877270657244
Garissa,32,40.94316901,-1.477292665,0.11941814485727167,0.4950308905918017,36.609863654522776
Garissa,33,40.94316901,-1.380230465,0.11828290025966585,0.4948295326780094,37.30101732606771
Garissa,34,40.94316901,-1.283168265,0.11738725344069406,0.4947004285125384,37.96000566449775
Garissa,35,40.94316901,-1.186106065,0.11593298649227043,0.49446008793036994,38.9087021538454
Garissa,36,40.94275455,-0.312546253,0.10848520289453795,0.49316353605934526,41.960805371132224
Garissa,37,40.94275608,-0.215484053,0.10917467460341528,0.4933091056322671,42.15452170149471
Garissa,38,40.94275761,-0.118421853,0.10824124556730257,0.4931413861704464,42.03464742765165
Garissa,39,40.94275913,-0.021359654,0.1063536865128976,0.49282733773402587,42.50219511341097
Garissa,40,40.94274931,-0.700795055,0.1097308355795355,0.49337248613033774,41.14310604431864
Garissa,41,40.94275061,-0.603732855,0.10899878318977901,0.493261062499086,41.77261192435475
Garissa,42,40.94275191,-0.506670655,0.108255267687894,0.49313939135558826,42.06684317092088
Garissa,43,40.94275321,-0.409608455,0.10804284699610459,0.493104668426883,42.077654365814034
Wajir,44,40.94266407,0.463950825,0.10615705964391223,0.49293489256235873,43.27202514791319
Wajir,45,40.94261425,0.561013005,0.10555879534398654,0.492851531909142,43.38550037916393
Wajir,46,40.94256261,0.658075125,0.10394179401463564,0.4925833467188987,43.28885764036861
Wajir,47,40.94233785,0.755135306,0.10416717666335348,0.4926239942175093,42.90022885856279
Garissa,48,40.94275951,0.075702535,0.10634483906506428,0.49289330352367083,43.138984799567474
Garissa,49,40.94275951,0.172764735,0.1063519763077784,0.49292463041538753,43.23795225140588
Garissa,50,40.94275951,0.269826935,0.10684160796433423,0.49302731613465717,43.350958452372076
Garissa,51,40.94272262,0.366888662,0.10698727698356895,0.49304884422839,43.250396242446
Wajir,52,40.94255083,1.240448807,0.10324158665485149,0.4925008790354716,42.49345537331605
Wajir,53,40.94254354,1.337511135,0.10357688500026277,0.4925451800810123,41.986064932852244
Wajir,54,40.94254354,1.434573335,0.10357551420451037,0.4925589082995667,41.96811575605002
Wajir,55,40.94258081,1.53163651,0.10361227860028999,0.49257193840833535,41.9129295699054
Wajir,56,40.9421708,0.85219662,0.10520306190395777,0.49281283793849545,42.70835165789529
Wajir,57,40.94198982,0.949257749,0.105028937737141,0.4927834843901763,42.60670265193078
Wajir,58,40.94257237,1.046324414,0.10342902957207623,0.49251738344740403,42.711967135385215
Wajir,59,40.94256165,1.14338661,0.10342912717559007,0.49253361020088715,42.5866665839614
Garissa,61,40.85911068,-1.719948165,0.12335217421867094,0.4957927554040363,35.10657357498519
Garissa,62,40.85911068,-1.622885965,0.12510334411753327,0.49600228313618433,34.7273506370055
Garissa,63,40.85911068,-1.525823765,0.12047751975888317,0.4951807951175623,36.38082939296794
Lamu,64,40.85416021,-2.19450526,0.135234368576377,0.49826755628689257,33.10899646528212
Lamu,65,40.85829913,-2.109685111,0.13396181829054704,0.4979636297112198,33.343529238538835
Lamu,66,40.85362764,-2.01642892,0.1309738338135892,0.4973647699737729,33.912229156412494
Lamu,67,40.859547,-1.913098171,0.12603723077555148,0.4963895343201366,34.83739344783358
Garissa,68,40.85911068,-1.040512765,0.11273439165314741,0.49391051541925135,40.23912071697442
Garissa,69,40.85911068,-0.943450565,0.11163205537572726,0.49369920045305454,40.50141210459255
Garissa,70,40.85911068,-0.846388365,0.11120153293797153,0.49362057420368155,40.961800213273584
Garissa,71,40.85911068,-0.749326165,0.10950708089048664,0.49331969467338227,41.48490166652026
Garissa,72,40.85911068,-1.428761565,0.11886460345528219,0.49491703270555687,37.31574669804422
Garissa,73,40.85911068,-1.331699365,0.11732939666581454,0.4946702194083406,38.30423460875516
Garissa,74,40.85911068,-1.234637165,0.11576311663948072,0.49442252198723746,39.18771138481222
Garissa,75,40.85911068,-1.137574965,0.11454381619462714,0.494238161791003,39.96222627501892
Garissa,76,40.85911068,-0.264015165,0.10854018223360201,0.49317069175026035,42.32211374610445
Garissa,77,40.85911068,-0.166952965,0.10809755651448026,0.49310154918952037,42.35383697028153
Garissa,78,40.85911068,-0.069890765,0.1053032313211985,0.49263989334512415,42.788529696711485
Garissa,79,40.85911068,0.027171435,0.10537718422136143,0.49269375706000623,43.07015931964986
Garissa,80,40.85911068,-0.652263965,0.10891970396213227,0.4932244960235501,41.90284447939126
Garissa,81,40.85911068,-0.555201765,0.10830958731215509,0.4931218260123322,42.063292110621795
Garissa,82,40.85911068,-0.458139565,0.1078687978143257,0.49304989175552577,42.06402970901199
Garissa,83,40.85911068,-0.361077365,0.10837545504671363,0.49312815150078887,42.01768356413427
Wajir,84,40.85911068,0.512482435,0.10521595161217126,0.4927640197278209,43.465470606705914
Wajir,85,40.85911068,0.609544635,0.10358114926398838,0.4925048197777599,43.51744765813316
