COUNTY,Main ID,area,lon,lat,pwcr_per_day,PD_E,Annual_elec_demand,utilisation_1,cost,Annual_Energy
Lamu,3393,10000,40.43881903,-2.253790265,56854.36090954479,2.3339973759998998,3786.760867608943,45.29694230806515,310734.4066563707,8359.859793305977
Lamu,3394,10000,40.43881903,-2.156728065,56181.17516600435,2.3079414698482354,3798.576612835827,46.09360750858756,307265.479646775,8241.005245961982
Lamu,3395,10000,40.43881903,-2.059665865,56215.28535387579,2.30926194569531,3858.004683936396,47.1150653770597,307441.2798781994,8188.4735870808245
Lamu,3396,10000,40.43881903,-1.962603665,56151.557163036894,2.306794875872346,3895.628785970292,47.63600062604726,307112.82900438894,8177.909007416064
Garissa,3397,10000,40.43881903,-1.089043865,60486.80749660906,4.864317040692475,9007.542503489369,54.25728549151887,647605.9848955519,16601.535483925687
Garissa,3398,10000,40.43881903,-0.991981665,60581.17745972877,4.87147533644163,9094.838866078368,54.37293349983226,648558.99744182,16726.77613781207
Garissa,3399,10000,40.43881903,-0.894919465,60794.85318985344,4.887682159367346,9139.048106702103,54.36335644418196,650716.6766052123,16811.044616212574
Garissa,3400,10000,40.43881903,-0.797857265,61094.24042962228,4.910387133646656,9226.593164425654,54.64549089264994,653739.4806509139,16884.45471658609
Garissa,3401,10000,40.43881903,-1.477292665,58293.286495965345,2.38966028006921,4358.8084750906,52.35306909526262,318145.03172673425,8325.793598001354
Garissa,3402,10000,40.43881903,-1.380230465,58563.68521788366,2.400115636698731,4410.200910288609,52.92568841575154,319536.99517624883,8332.817280797168
Garissa,3403,10000,40.43881903,-1.283168265,60363.458305288215,2.4696700438944448,4529.894394033104,53.456683801651955,328797.051623843,8473.95324940287
Garissa,3404,10000,40.43881903,-1.186106065,60864.16319517059,2.4890093722581925,4594.839915832152,54.09347969683266,331371.7737662222,8494.258349775184
Garissa,3405,10000,40.43881903,-0.312546265,63458.5824982558,5.089579352697284,9681.926711451273,53.9944878337839,677596.0575420002,17931.32428861261
Garissa,3406,10000,40.43881903,-0.215484065,64061.722644848065,5.13525915439084,9779.387255173315,53.85119435715539,683677.5922606701,18160.01923803923
Garissa,3407,10000,40.43881903,-0.118421865,65257.986368430094,5.225823050709407,9871.727916445614,53.291780601118184,695734.7260331461,18523.92208534778
Garissa,3408,10000,40.43881903,-0.021359665,67433.95291601786,5.390433336516955,10046.748105946548,52.82339031008641,717649.9518238483,19019.506409887064
Garissa,3409,10000,40.43881903,-0.700795065,61536.292722581944,4.943905477735791,9292.668825294242,54.64284047916093,658201.9118728768,17006.19650041468
Garissa,3410,10000,40.43881903,-0.603732865,62597.1852363652,5.024317835341893,9467.005668832342,54.324720649460524,668907.5306904076,17426.699218427282
Garissa,3411,10000,40.43881903,-0.506670665,62440.7765169028,5.012465099995436,9553.084933608172,54.392500540440984,667329.5286227923,17563.239120631024
Garissa,3412,10000,40.43881903,-0.409608465,63084.12822467282,5.061213033460242,9624.044376457196,54.21781183146859,673819.5359966959,17750.705997454694
Mandera,3413,10000,40.52287736,4.006721635,64376.25039790443,2.624532395838464,4556.185355419553,49.98384058944889,349414.4959875581,9115.31667372779
Mandera,3414,10000,40.52287736,4.103783835,64739.859372142135,2.6385507817310647,4571.011131695496,50.231831270334624,351280.81977498357,9099.829761522142
Mandera,3415,1700,40.53550177,4.165839603,64511.123634863834,2.629732490464089,4552.167764608932,50.34687512813446,350106.80538544606,9041.609341242163
Mandera,3416,10000,40.43881903,3.569941735,64552.595263361414,5.1724268891149405,8892.745466908444,48.92171107050727,688625.8814554285,18177.502937483077
Mandera,3417,10000,40.43881903,3.667003935,63927.929374486805,5.125127196189181,8779.214496874267,48.79931744811019,682328.6841374504,17990.44526843941
Mandera,3418,10000,40.43881903,3.764066135,63656.40825893445,5.1045634077409945,8788.401626027631,49.26896330037353,679590.9447261896,17837.60208723735
Mandera,3419,10000,40.43881903,3.861128335,64318.79791857794,2.62231719636522,4527.4888016406985,49.518006204872556,349119.5776208872,9143.116107924383
Mandera,3420,10000,40.43881903,3.181692935,64368.91294168665,5.158519860813739,8946.488352353434,48.212529745852216,686774.3831495763,18556.355369680867
Mandera,3421,10000,40.43881903,3.278755135,64527.42226712713,5.170521049690769,8962.429960576843,48.54386789416155,688372.1494295308,18462.53780213251
Mandera,3422,10000,40.43881903,3.375817335,65314.59641096674,5.230107545042884,9072.693488595161,48.559724827292925,696305.1379017393,18683.57681363109
Mandera,3423,10000,40.43881903,3.472879535,65346.01887118313,5.232485687039576,9024.947586673155,48.551505934440456,696621.749458327,18588.398882744492
Mandera,3424,10000,40.43881903,3.958190535,64391.49220596401,2.6251200658322533,4527.399481112769,49.459204093044285,349492.7348445112,9153.805776161855
Mandera,3425,10000,40.43881903,4.055252735,64063.84643741808,2.612486327168358,4533.334596474508,49.87210185080149,347810.75468123215,9089.92087407211
Mandera,3426,3300,40.45010991,4.125203475,64004.75748497701,2.610207710720552,4527.020557690774,50.35657007328108,347507.39335907,8989.93031317037
Wajir,3427,10000,40.43881903,0.463951335,68650.30786059632,5.482383090263404,9993.3372165948,51.10034244560592,729891.590339128,19556.301853030185
Wajir,3428,10000,40.43881903,0.561013535,68846.65774603066,5.4972217031358515,9975.093726190797,50.88418556311509,731867.1142252885,19603.52438739147
Wajir,3429,10000,40.43881903,0.658075735,67718.00328994765,5.411910182059004,9942.117604879988,51.2386534064633,720509.2501782435,19403.549749857164
Wajir,3430,10000,40.43881903,0.755137935,67615.35870600338,5.404149595880695,9973.784576924936,50.83138959932802,719476.0522979805,19621.310091150423
Garissa,3431,10000,40.43881903,0.075702535,69177.25004183312,5.522202620419657,10071.468238032787,52.36697924225148,735192.9236669507,19232.478908973957
Garissa,3432,10000,40.43881903,0.172764735,70223.21747282497,5.601218139377263,10174.912125230023,52.1502626876091,745712.5757678525,19510.759104282675
Wajir,3433,10000,40.43881903,0.269826935,69432.34268505847,5.541476166966656,10057.623771785018,51.607844764474095,737758.8880129388,19488.556086164062
Wajir,3434,10000,40.43881903,0.366889135,69064.4308123996,5.5136779143204535,10015.988688904541,51.136421778143806,734057.9954451392,19586.80005487883
Wajir,3435,10000,40.43881903,1.240448935,67030.79828578461,5.35994665953921,9788.057554768275,49.61701594733915,713591.1385710932,19727.219317576044
Wajir,3436,10000,40.43881903,1.337511135,65948.91039018452,5.2781078513211686,9650.980241631103,49.29174414760967,702695.6106777925,19579.3036106212
Wajir,3437,10000,40.43881903,1.434573335,65322.7993074776,5.230728367000818,9534.827968022193,49.173874241225384,696387.7904122869,19390.02796738879
Wajir,3438,10000,40.43881903,1.531635535,65564.35827976672,5.24900932546073,9477.486062155356,48.85625205836862,698821.6075358889,19398.71697655521
Wajir,3439,10000,40.43881903,0.852200135,67285.7799892367,5.3792290622307535,9836.954105191911,50.11860225053298,716158.2819710291,19627.35124977932
Wajir,3440,10000,40.43881903,0.949262335,67226.29462744738,5.3747308064866,9832.38291544883,49.945000240473036,715559.411190787,19686.4207990956
Wajir,3441,10000,40.43881903,1.046324535,67381.39941438922,5.386459520857676,9821.781982660772,49.67531339928973,717120.9018498659,19771.95776041386
Wajir,3442,10000,40.43881903,1.143386735,67242.6565490218,5.375968098836388,9826.682555763233,49.86169068885702,715724.1368704838,19707.880779821367
Wajir,3443,10000,40.43881903,2.016946535,64195.150632811,5.145362833223954,8885.01088804397,46.46159347583001,685022.7354384379,19123.345161775564
Wajir,3444,10000,40.43881903,2.114008735,63646.82585838635,5.103837632839466,8742.578684383743,46.048330714823486,679494.3194104495,18985.658217507127
Wajir,3445,10000,40.43881903,2.211070935,63503.05610948021,5.092948068055602,8751.278757583832,46.02673974090566,678044.5480925145,19013.466534555017
Wajir,3446,10000,40.43881903,2.308133135,63770.331215422666,5.113191732996203,8816.929502975954,45.99260192123252,680739.6681807165,19170.32117051332
Wajir,3447,10000,40.43881903,1.628697735,64556.050520868,5.1726884838533,9263.544338401325,48.31704622875002,688660.7086093252,19172.414419839373
Wajir,3448,10000,40.43881903,1.725759935,64100.278483808455,5.138178813569813,9092.608316474696,47.72593667230617,684066.2981658035,19051.71265449641
Wajir,3449,10000,40.43881903,1.822822135,63698.787895895526,5.107773220154157,8982.816951509098,47.508256826957705,680018.2798920035,18907.906859701827
Wajir,3450,10000,40.43881903,1.919884335,63783.66515311167,5.114201592497476,8964.916657365067,47.06196916118543,680874.114815559,19049.17456101459
Wajir,3451,10000,40.43881903,2.793444135,66078.68434051258,5.287926558376748,9141.609434302158,48.318238143817545,704002.81442293,18919.58354750535
Wajir,3452,10000,40.43881903,2.890506335,67131.68116935763,5.367575945435934,9290.995640111727,48.512763687036525,714606.8559196676,19151.651924119193
Mandera,3453,10000,40.43881903,2.987568535,66750.674348209,5.3387605091008385,9259.544928868647,48.491702245526014,710770.541618631,19095.112153384882
Mandera,3454,10000,40.43881903,3.084630735,65772.62364156044,5.264769088036939,9140.915716757543,48.39735177825898,700919.7677667098,18887.222917977546
Wajir,3455,10000,40.43881903,2.405195335,63616.270559181605,5.101523340655187,8816.489447265918,46.13393393924723,679186.2084347877,19110.638730432485
Wajir,3456,10000,40.43881903,2.502257535,64277.061824173696,5.151565158243263,8889.469773389632,46.55950325940032,685848.4757775585,19092.707505625836
Wajir,3457,10000,40.43881903,2.599319735,64329.96534491845,5.1555708961928435,9001.90471368343,47.60214634704024,686381.775693738,18910.711815504394
Wajir,3458,10000,40.43881903,2.696381935,65487.3644169642,5.243182713814591,9092.075754686512,48.04962996581429,698045.8874209917,18922.259674330937
Garissa,3459,10000,40.35476069,-0.264015165,63602.19273379894,5.100457059589667,9792.067149424061,54.05869443136229,679044.2501714107,18113.769214047406
Garissa,3460,10000,40.35476069,-0.166952965,64649.50832511282,5.179763943423118,9898.794321468187,53.658435966032755,689602.6928436933,18447.787646539666
Garissa,3461,10000,40.35476069,-0.069890765,66101.47691637732,5.289650988921697,10015.885247213077,53.14230046785066,704232.3947591012,18847.29332195989
Garissa,3462,10000,40.35476069,0.027171435,68724.84835918498,5.4880164287250315,10171.0665215165,52.84595060684671,730641.5792218783,19246.63366770573
Garissa,3463,10000,40.35476069,-0.652263965,61557.42415669108,4.945507575218118,9432.616070053613,54.83808551440041,658415.2055190889,17200.848610181
Garissa,3464,10000,40.35476069,-0.555201765,62421.0105345958,5.01096716085688,9572.362513539678,54.867464232290345,667130.1019935198,17446.336635885928
Garissa,3465,10000,40.35476069,-0.458139565,63230.83611357945,5.072327297030803,9738.144929957194,54.900792760638424,675299.222362899,17737.71277295478
Garissa,3466,10000,40.35476069,-0.361077365,63047.90767462006,5.058468927848658,9766.609503537582,54.87064182508822,673454.2022402033,17799.33527052721
Wajir,3467,10000,40.35476069,0.512482435,67915.65971195974,5.426853325495495,10008.632768075982,51.057278107878226,722498.6906365172,19602.754277125543
Wajir,3468,10000,40.35476069,0.609544635,67957.93964555525,5.430049595454285,10011.76053205944,51.04875535672421,722924.2228412108,19612.15403215639
Wajir,3469,10000,40.35476069,0.706606835,67242.8228000228,5.375980670731878,9987.6843896605,51.38832618157911,715725.8106172179,19435.706768049455
Wajir,3470,10000,40.35476069,0.803669035,66453.57795368426,5.316287918002515,9926.515418429528,51.02578971590966,707778.6756753469,19453.91825133179
Garissa,3471,10000,40.35476069,0.124233635,70399.37184659726,5.614522102641208,10285.680092872566,52.75810704210813,747483.7856130346,19495.923317838522
Wajir,3472,10000,40.35476069,0.221295835,69608.96531146648,5.554819734411009,10230.47482421151,52.00513816127371,739535.3705210752,19672.04623605781
Wajir,3473,10000,40.35476069,0.318358035,68392.5182970882,5.462899512143903,10032.245377755873,51.532719227600204,727297.6636497664,19467.71978681603
Wajir,3474,10000,40.35476069,0.415420235,67477.0042483089,5.393688582817375,9993.94333470193,51.24674013697412,718083.3357848084,19501.617679465584
Wajir,3475,10000,40.35476069,1.288980035,66057.31235281736,5.286309590464475,9738.558066400254,49.72266758660908,703787.5410168974,19585.7514069156
Wajir,3476,10000,40.35476069,1.386042235,65599.69069355735,5.251683085896885,9635.535499468248,49.377733622500955,699177.5759577958,19513.928227514734
Wajir,3477,10000,40.35476069,1.483104435,65434.77684106085,5.239202965882607,9547.005108213867,49.00135226781254,697516.047659815,19483.146212038308
Wajir,3478,10000,40.35476069,1.580166635,65022.34717936283,5.207987690743997,9408.318831958037,48.96567805692267,693360.2332195113,19214.109158298295
Wajir,3479,10000,40.35476069,0.900731235,66808.92834508789,5.3431665470769625,9856.747496240683,50.333407394861375,711357.1350785444,19582.91323079982
Wajir,3480,10000,40.35476069,0.997793435,66484.38821937387,5.31861856336386,9838.676496502476,50.09424394583084,708088.9638148842,19640.333342771835
Wajir,3481,10000,40.35476069,1.094855635,66586.55704214537,5.3263469110014245,9802.419928804393,49.82397010353212,709117.8696492637,19674.10446906454
Wajir,3482,10000,40.35476069,1.191917835,66286.88323552029,5.3036777409461555,9778.389167219575,49.95031698491184,706099.8323631255,19576.23045750294
Wajir,3483,10000,40.35476069,2.065477635,63996.607031701205,5.130328126863189,8841.300611054821,46.290125150811214,683021.1048418038,19099.755255036034
Wajir,3484,10000,40.35476069,2.162539835,63682.900134564356,5.106569896442819,8742.69118496367,45.85906357579778,679858.0765930183,19064.260155494423
Wajir,3485,10000,40.35476069,2.259602035,63434.248496039145,5.087736110564515,8687.71409208918,45.319203988562485,677350.6593438962,19170.05006151864
Wajir,3486,10000,40.35476069,2.356664235,63377.019356123594,5.083401058869568,8695.867396366719,45.45490241617806,676773.5165715411,19130.758035181116
Wajir,3487,10000,40.35476069,1.677228835,64426.93706131045,5.162913130872566,9248.947703773243,48.534389524699364,687359.2767655882,19056.483030586824
Wajir,3488,10000,40.35476069,1.774291035,63673.59041147219,5.105864782903744,9108.098368385921,48.00086114664076,679764.2020071071,18974.864514536595
Wajir,3489,10000,40.35476069,1.871353235,63531.02189748762,5.0950663399211145,9045.112926963393,47.48325463054383,678326.5620990576,19049.058446690975
Wajir,3490,10000,40.35476069,1.968415435,63995.4749015728,5.130242392441442,9003.099310856082,46.82803388076782,683009.6906752989,19225.875111006182
Tana River,3492,10000,40.35476069,-2.496445765,63934.00115128924,0.37319991411381426,580.0195529556547,45.25707666936007,58007.58225045249,1281.6107350308364
Tana River,3493,10000,40.35476069,-2.399383565,60672.34871425522,2.4816012472339004,4005.0558025086602,46.35220327596616,330385.5004492381,8640.486361918638
Lamu,3494,10000,40.35476069,-2.302321365,57706.9479474892,2.366983632564673,3965.5505832234194,46.95393139804799,315125.99893786514,8445.619919673603
Garissa,3495,10000,40.35476069,-1.817010365,57374.11907901396,2.354108383931625,4129.846248464577,50.241651362161775,313411.86558635294,8219.96518126963
Garissa,3496,10000,40.35476069,-1.719948165,57865.50177009278,2.3731163849037924,4246.585517802999,51.27898637971128,315942.4767877815,8281.33669873626
Garissa,3497,10000,40.35476069,-1.622885965,57499.26904124138,2.3589499857394824,4316.388818163888,52.24142429116543,314056.44740144024,8262.387323336883
Garissa,3498,10000,40.35476069,-1.525823765,58152.96555608945,2.3842339945890694,4376.838405716002,52.82031901052857,317422.60863562115,8286.277871293385
Lamu,3499,10000,40.35476069,-2.205259165,56590.1205781872,2.323770982833492,3943.3515689237734,47.42185712567362,309372.92602855415,8315.472670067345
Lamu,3500,10000,40.35476069,-2.108196965,56280.94970045062,2.3118038792674636,3930.7189826318854,48.03820697654142,307779.6976623945,8182.484797052022
Lamu,3501,10000,40.35476069,-2.011134765,55964.22468386896,2.299542293587389,3966.0465110710816,48.69864340897704,306147.26371446345,8144.0595331655295
Garissa,3502,10000,40.35476069,-1.914072565,55754.69106385272,2.2914293120040954,4004.74880029956,49.34742213903815,305067.15002435324,8115.41642239393
Garissa,3503,10000,40.35476069,-1.040512765,60652.21278679005,4.8768633962741434,9093.069031109351,54.6671847196102,649276.3313995618,16633.50523307173
Garissa,3504,10000,40.35476069,-0.943450565,60747.91277390303,4.884121981366173,9138.414102106215,54.422445543631056,650242.695867204,16791.627077434165
Garissa,3505,10000,40.35476069,-0.846388365,60580.438218149604,4.871419263654792,9210.1546325206,54.32582979940375,648551.532247417,16953.5461612437
Garissa,3506,10000,40.35476069,-0.749326165,60828.240267239984,4.890214339344481,9332.694353591076,54.76228416873149,651053.7958542882,17042.19335489281
Garissa,3507,10000,40.35476069,-1.428761565,58282.69975212698,2.389250898756929,4407.384644689616,53.25659073964045,318090.529155105,8275.754387351479
Garissa,3508,10000,40.35476069,-1.331699365,59531.68414939707,2.4375329131796537,4477.818037230109,53.807279817678214,324518.50686326,8321.955788143998
Garissa,3509,10000,40.35476069,-1.234637165,60776.69644154613,4.886305077484308,9001.151123087686,53.96269008450419,650533.3401857959,16680.323217749363
Garissa,3510,10000,40.35476069,-1.137574965,60822.14648002306,4.889752170646926,9073.761886662014,54.4124701763987,650992.2654869078,16675.886717228546
Tana River,3511,5200,40.25738814,-2.626112151,65154.32943604375,2.654527292909239,4269.4405384371685,47.420351126077186,353407.8366141786,9003.39292529898
Tana River,3512,10000,40.27070236,-2.544976865,63438.162325115365,0.6839598834089309,1111.4609426644263,47.32984097866984,106309.93655790035,2348.3301859504004
Tana River,3513,10000,40.27070236,-2.447914665,62242.862233148735,0.4307392840375806,712.038474122384,47.75263639690585,57346.043841059254,1491.0977232840714
Lamu,3514,10000,40.27070236,-2.350852465,59735.02171121225,2.4453904591935767,4124.915982958219,48.17458147744414,325564.61339427764,8562.432420693782
Kilifi,3515,1,40.23783721,-2.990788423,64710.43785918299,2.6374165644661356,4087.536731635668,47.14707071741977,351129.8168936345,8669.757568046356
